reaction,direction,ReactionType,coenzyme,reaction_def
R01069_v2,forward,KEGG (Modified),Zn,C03785 + Z00054 => C00111 + C00118 + Z00054
R01069_v2,reverse,KEGG (Modified),Zn,C00111 + C00118 + Z00054 => C03785 + Z00054
R01070_v1,forward,KEGG (Modified),Zn,C05378 + Z00054 => C00111 + C00118 + Z00054
R01070_v1,reverse,KEGG (Modified),Zn,C00111 + C00118 + Z00054 => C05378 + Z00054
R01071_v1,forward,KEGG (Modified),Mg,C02739 + C00013 + Z00029 => C00002 + C00119 + Z00029
R01071_v1,reverse,KEGG (Modified),Mg,C00002 + C00119 + Z00029 => C02739 + C00013 + Z00029
R01072_v1,forward,KEGG (Modified),Mg,C03090 + C00013 + C00025 + Z00029 => C00064 + C00119 + C00001 + Z00029
R01072_v1,reverse,KEGG (Modified),Mg,C00064 + C00119 + C00001 + Z00029 => C03090 + C00013 + C00025 + Z00029
R01073_v1,forward,KEGG (Modified),Mg,C04302 + C00013 + Z00029 => C00108 + C00119 + Z00029
R01073_v1,reverse,KEGG (Modified),Mg,C00108 + C00119 + Z00029 => C04302 + C00013 + Z00029
R01074_v1,reverse,KEGG (Modified),K,C00013 + C05921 + Z00026 => C00002 + C00120 + Z00026
R01075,forward,KEGG,,C00002 + C00120 + C00010 => C00020 + C00013 + C01894
R01075,reverse,KEGG,,C00020 + C00013 + C01894 => C00002 + C00120 + C00010
R01076,forward,KEGG,,C01893 + C00001 => C00120 + C00014
R01076,reverse,KEGG,,C00120 + C00014 => C01893 + C00001
R01077,forward,KEGG,,C05552 + C00001 => C00120 + C00047
R01077,reverse,KEGG,,C00120 + C00047 => C05552 + C00001
R01078_v1,forward,KEGG (Modified),"2Fe2S, 4Fe4S, NAD/NADP, Thiamine diphosphate",2C00019 + 2C05359 + 2C00080 + C01909 + C17023 + Z00032 + Z00002 + Z00047 + Z00001 => 2C00073 + 2C05198 + C00120 + Z00032 + Z00002 + Z00047 + Z00001
R01078_v1,reverse,KEGG (Modified),"2Fe2S, 4Fe4S, NAD/NADP, Thiamine diphosphate",2C00073 + 2C05198 + C00120 + Z00032 + Z00002 + Z00047 + Z00001 => 2C00019 + 2C05359 + 2C00080 + C01909 + C17023 + Z00032 + Z00002 + Z00047 + Z00001
R01079,forward,KEGG,,C00121 + C00006 + C00001 => C01685 + C00005 + C00080
R01079,reverse,KEGG,,C01685 + C00005 + C00080 => C00121 + C00006 + C00001
R01080_v1,forward,KEGG (Modified),Ca,C00299 + C00001 + Z00055 => C00106 + C00121 + Z00055
R01080_v1,reverse,KEGG (Modified),Ca,C00106 + C00121 + Z00055 => C00299 + C00001 + Z00055
R01081,forward,KEGG,,C00121 => C00309
R01081,reverse,KEGG,,C00309 => C00121
R01082_v1,forward,KEGG (Modified),4Fe4S,C00149 + Z00002 => C00122 + C00001 + Z00002
R01082_v1,reverse,KEGG (Modified),4Fe4S,C00122 + C00001 + Z00002 => C00149 + Z00002
R01083,forward,KEGG,,C03794 => C00122 + C00020
R01083,reverse,KEGG,,C00122 + C00020 => C03794
R01085_v1,forward,KEGG (Modified),Mn,C02514 + C00001 + Z00030 + C02514 + C00001 + Z00030 => C00122 + C00022 + Z00030 + C00122 + C00022 + Z00030
R01086,forward,KEGG,,C03406 => C00122 + C00062
R01086,reverse,KEGG,,C00122 + C00062 => C03406
R01087,forward,KEGG,,C01384 => C00122
R01087,reverse,KEGG,,C00122 => C01384
R01088,forward,KEGG,,C00123 + C00001 + C00003 => C00233 + C00014 + C00004 + C00080
R01088,reverse,KEGG,,C00233 + C00014 + C00004 + C00080 => C00123 + C00001 + C00003
R01089,forward,KEGG,,C00024 + C00123 => C00010 + C02710
R01089,reverse,KEGG,,C00010 + C02710 => C00024 + C00123
R01090_v1,forward,KEGG (Modified),PLP,C00123 + C00026 + Z00035 + C00123 + C00026 + Z00035 + C00123 + C00026 + Z00035 => C00233 + C00025 + Z00035 + C00233 + C00025 + Z00035 + C00233 + C00025 + Z00035
R01090_v1,reverse,KEGG (Modified),PLP,C00233 + C00025 + Z00035 + C00233 + C00025 + Z00035 + C00233 + C00025 + Z00035 => C00123 + C00026 + Z00035 + C00123 + C00026 + Z00035 + C00123 + C00026 + Z00035
R01091_v1,forward,KEGG (Modified),Cobalamin,C00123 + Z00009 => C02486 + Z00009
R01091_v1,reverse,KEGG (Modified),Cobalamin,C02486 + Z00009 => C00123 + Z00009
R01092_v1,forward,KEGG (Modified),Ca,C00002 + C00984 + Z00055 => C00008 + C00446 + Z00055
R01092_v1,reverse,KEGG (Modified),Ca,C00008 + C00446 + Z00055 => C00002 + C00984 + Z00055
R01093,forward,KEGG,,C00124 + C00004 + C00080 => C01697 + C00003
R01093,reverse,KEGG,,C01697 + C00003 => C00124 + C00004 + C00080
R01094,forward,KEGG,,C00124 + C00003 => C03383 + C00004 + C00080
R01094,reverse,KEGG,,C03383 + C00004 + C00080 => C00124 + C00003
R01095,forward,KEGG,,C00124 + C00005 + C00080 => C01697 + C00006
R01095,reverse,KEGG,,C01697 + C00006 => C00124 + C00005 + C00080
R01096_v1,forward,KEGG (Modified),Zn,C00124 + C00006 + Z00054 => C02669 + C00005 + C00080 + Z00054
R01096_v1,reverse,KEGG (Modified),Zn,C02669 + C00005 + C00080 + Z00054 => C00124 + C00006 + Z00054
R01097,forward,KEGG,,C00124 + C00006 => C03383 + C00005 + C00080
R01097,reverse,KEGG,,C03383 + C00005 + C00080 => C00124 + C00006
R01098_v1,forward,KEGG (Modified),Cu,C00124 + C00007 + C00001 + Z00070 => C00880 + C00027 + Z00070
R01099_v1,forward,KEGG (Modified),Cu,C00124 + C00007 + Z00070 => C03269 + C00027 + Z00070
R01100_v1,forward,KEGG (Modified),Mn,C00243 + C00001 + Z00030 => C00031 + C00124 + Z00030
R01100_v1,reverse,KEGG (Modified),Mn,C00031 + C00124 + Z00030 => C00243 + C00001 + Z00030
R01100_v2,forward,KEGG (Modified),K,C00243 + C00001 + Z00026 => C00031 + C00124 + Z00026
R01100_v2,reverse,KEGG (Modified),K,C00031 + C00124 + Z00026 => C00243 + C00001 + Z00026
R01100_v3,forward,KEGG (Modified),Fe,C00243 + C00001 + Z00015 => C00031 + C00124 + Z00015
R01100_v3,reverse,KEGG (Modified),Fe,C00031 + C00124 + Z00015 => C00243 + C00001 + Z00015
R01100_v4,forward,KEGG (Modified),Mg,C00243 + C00001 + Z00029 => C00031 + C00124 + Z00029
R01100_v4,reverse,KEGG (Modified),Mg,C00031 + C00124 + Z00029 => C00243 + C00001 + Z00029
R01100_v5,forward,KEGG (Modified),Na,C00243 + C00001 + Z00033 => C00031 + C00124 + Z00033
R01100_v5,reverse,KEGG (Modified),Na,C00031 + C00124 + Z00033 => C00243 + C00001 + Z00033
R01101_v1,forward,KEGG (Modified),"Mn, NAD/NADP",C05402 + C00001 + Z00032 + Z00030 => C00124 + C00031 + Z00032 + Z00030
R01101_v1,reverse,KEGG (Modified),"Mn, NAD/NADP",C00124 + C00031 + Z00032 + Z00030 => C05402 + C00001 + Z00032 + Z00030
R01101_v2,forward,KEGG (Modified),Ca,C05402 + C00001 + Z00055 => C00124 + C00031 + Z00055
R01101_v2,reverse,KEGG (Modified),Ca,C00124 + C00031 + Z00055 => C05402 + C00001 + Z00055
R01101_v3,forward,KEGG (Modified),Mg,C05402 + C00001 + Z00029 => C00124 + C00031 + Z00029
R01101_v3,reverse,KEGG (Modified),Mg,C00124 + C00031 + Z00029 => C05402 + C00001 + Z00029
R01103_v1,forward,KEGG (Modified),"Mn, NAD/NADP",C00492 + C00001 + Z00032 + Z00030 => C00124 + C00089 + Z00032 + Z00030
R01103_v1,reverse,KEGG (Modified),"Mn, NAD/NADP",C00124 + C00089 + Z00032 + Z00030 => C00492 + C00001 + Z00032 + Z00030
R01103_v2,forward,KEGG (Modified),Ca,C00492 + C00001 + Z00055 => C00124 + C00089 + Z00055
R01103_v2,reverse,KEGG (Modified),Ca,C00124 + C00089 + Z00055 => C00492 + C00001 + Z00055
R01103_v3,forward,KEGG (Modified),Mg,C00492 + C00001 + Z00029 => C00124 + C00089 + Z00029
R01103_v3,reverse,KEGG (Modified),Mg,C00124 + C00089 + Z00029 => C00492 + C00001 + Z00029
R01104_v1,forward,KEGG (Modified),"Mn, NAD/NADP",C05401 + C00001 + Z00032 + Z00030 => C00124 + C00116 + Z00032 + Z00030
R01104_v1,reverse,KEGG (Modified),"Mn, NAD/NADP",C00124 + C00116 + Z00032 + Z00030 => C05401 + C00001 + Z00032 + Z00030
R01104_v2,forward,KEGG (Modified),Ca,C05401 + C00001 + Z00055 => C00124 + C00116 + Z00055
R01104_v2,reverse,KEGG (Modified),Ca,C00124 + C00116 + Z00055 => C05401 + C00001 + Z00055
R01104_v3,forward,KEGG (Modified),Mg,C05401 + C00001 + Z00029 => C00124 + C00116 + Z00029
R01104_v3,reverse,KEGG (Modified),Mg,C00124 + C00116 + Z00029 => C05401 + C00001 + Z00029
R01105_v1,forward,KEGG (Modified),Mn,C05796 + C00001 + Z00030 => C00124 + C05796 + Z00030
R01105_v2,forward,KEGG (Modified),K,C05796 + C00001 + Z00026 => C00124 + C05796 + Z00026
R01105_v3,forward,KEGG (Modified),Fe,C05796 + C00001 + Z00015 => C00124 + C05796 + Z00015
R01105_v4,forward,KEGG (Modified),Mg,C05796 + C00001 + Z00029 => C00124 + C05796 + Z00029
R01105_v5,forward,KEGG (Modified),Na,C05796 + C00001 + Z00033 => C00124 + C05796 + Z00033
R01106,forward,KEGG,,2C00125 + C00088 + C00001 => 2C00126 + 2C00080 + C00244
R01108,forward,KEGG,,2C00051 + C05422 => C00127 + C00072
R01108,reverse,KEGG,,C00127 + C00072 => 2C00051 + C05422
R01109,forward,KEGG,,2C00051 + C01420 => 2C00736 + C00127
R01109,reverse,KEGG,,2C00736 + C00127 => 2C00051 + C01420
R01110,forward,KEGG,,2C00051 + C20788 => 2C05330 + C00127
R01110,reverse,KEGG,,2C05330 + C00127 => 2C00051 + C20788
R01111,forward,KEGG,,C00010 + C00127 => C00920 + C00051
R01111,reverse,KEGG,,C00920 + C00051 => C00010 + C00127
R01113,forward,KEGG,,2C00051 + C00491 => 2C00097 + C00127
R01113,reverse,KEGG,,2C00097 + C00127 => 2C00051 + C00491
R01115_v1,forward,KEGG (Modified),"Fe, Generic FeS",2C00999 + 2C00080 + C00128 + C00007 + Z00063 + Z00015 => 2C00996 + C03691 + C00001 + Z00063 + Z00015
R01115_v2,forward,KEGG (Modified),"2Fe2S, Fe",2C00999 + 2C00080 + C00128 + C00007 + Z00015 + Z00001 => 2C00996 + C03691 + C00001 + Z00015 + Z00001
R01117_v1,reverse,KEGG (Modified),Mn,C00013 + C00128 + Z00030 => C00063 + C00270 + Z00030
R01117_v2,reverse,KEGG (Modified),Mg,C00013 + C00128 + Z00029 => C00063 + C00270 + Z00029
R01120,forward,KEGG,,C00128 => C05005
R01121,forward,KEGG,,C00002 + C01143 => C00008 + C00009 + C00129 + C00011
R01121,reverse,KEGG,,C00008 + C00009 + C00129 + C00011 => C00002 + C01143
R01122_v1,forward,KEGG (Modified),Mg,C00235 + C17324 + Z00029 => C00013 + C04432 + Z00029
R01123_v1,forward,KEGG (Modified),"FAD, Mg",C00129 + Z00029 + Z00013 => C00235 + Z00029 + Z00013
R01123_v1,reverse,KEGG (Modified),"FAD, Mg",C00235 + Z00029 + Z00013 => C00129 + Z00029 + Z00013
R01123_v2,forward,KEGG (Modified),"FMN, Mn",C00129 + Z00014 + Z00030 => C00235 + Z00014 + Z00030
R01123_v2,reverse,KEGG (Modified),"FMN, Mn",C00235 + Z00014 + Z00030 => C00129 + Z00014 + Z00030
R01123_v3,forward,KEGG (Modified),"FAD, Mn",C00129 + Z00013 + Z00030 => C00235 + Z00013 + Z00030
R01123_v3,reverse,KEGG (Modified),"FAD, Mn",C00235 + Z00013 + Z00030 => C00129 + Z00013 + Z00030
R01123_v4,forward,KEGG (Modified),"FMN, Mg",C00129 + Z00014 + Z00029 => C00235 + Z00014 + Z00029
R01123_v4,reverse,KEGG (Modified),"FMN, Mg",C00235 + Z00014 + Z00029 => C00129 + Z00014 + Z00029
R01123_v5,forward,KEGG (Modified),"FMN, Ca",C00129 + Z00055 + Z00014 => C00235 + Z00055 + Z00014
R01123_v5,reverse,KEGG (Modified),"FMN, Ca",C00235 + Z00055 + Z00014 => C00129 + Z00055 + Z00014
R01123_v6,forward,KEGG (Modified),"FAD, Ca",C00129 + Z00055 + Z00013 => C00235 + Z00055 + Z00013
R01123_v6,reverse,KEGG (Modified),"FAD, Ca",C00235 + Z00055 + Z00013 => C00129 + Z00055 + Z00013
R01126_v1,forward,KEGG (Modified),"Co, Zn",C00130 + C00001 + Z00006 + C00130 + C00001 + Z00054 => C00294 + C00009 + Z00006 + C00294 + C00009 + Z00054
R01126_v1,reverse,KEGG (Modified),"Co, Zn",C00294 + C00009 + Z00006 + C00294 + C00009 + Z00054 => C00130 + C00001 + Z00006 + C00130 + C00001 + Z00054
R01126_v2,forward,KEGG (Modified),"Co, Mn",C00130 + C00001 + Z00030 + C00130 + C00001 + Z00006 => C00294 + C00009 + Z00030 + C00294 + C00009 + Z00006
R01126_v2,reverse,KEGG (Modified),"Co, Mn",C00294 + C00009 + Z00030 + C00294 + C00009 + Z00006 => C00130 + C00001 + Z00030 + C00130 + C00001 + Z00006
R01126_v3,forward,KEGG (Modified),"Mg, M2",C00130 + C00001 + Z00029 + C00130 + C00001 + Z00069 => C00294 + C00009 + Z00029 + C00294 + C00009 + Z00069
R01126_v3,reverse,KEGG (Modified),"Mg, M2",C00294 + C00009 + Z00029 + C00294 + C00009 + Z00069 => C00130 + C00001 + Z00029 + C00130 + C00001 + Z00069
R01126_v4,forward,KEGG (Modified),"Mn, M2",C00130 + C00001 + Z00069 + C00130 + C00001 + Z00030 => C00294 + C00009 + Z00069 + C00294 + C00009 + Z00030
R01126_v4,reverse,KEGG (Modified),"Mn, M2",C00294 + C00009 + Z00069 + C00294 + C00009 + Z00030 => C00130 + C00001 + Z00069 + C00130 + C00001 + Z00030
R01126_v5,forward,KEGG (Modified),Mg,C00130 + C00001 + Z00029 => C00294 + C00009 + Z00029
R01126_v5,reverse,KEGG (Modified),Mg,C00294 + C00009 + Z00029 => C00130 + C00001 + Z00029
R01127,forward,KEGG,,C00130 + C00001 => C04734
R01127,reverse,KEGG,,C04734 => C00130 + C00001
R01128,forward,KEGG,,C00130 + C00001 => C00262 + C00117
R01128,reverse,KEGG,,C00262 + C00117 => C00130 + C00001
R01130_v1,forward,KEGG (Modified),K,C00130 + C00003 + C00001 + Z00026 => C00655 + C00004 + C00080 + Z00026
R01130_v1,reverse,KEGG (Modified),K,C00655 + C00004 + C00080 + Z00026 => C00130 + C00003 + C00001 + Z00026
R01131_v1,forward,KEGG (Modified),Mg,C00002 + C00294 + Z00029 => C00008 + C00130 + Z00029
R01131_v1,reverse,KEGG (Modified),Mg,C00008 + C00130 + Z00029 => C00002 + C00294 + Z00029
R01132_v1,forward,KEGG (Modified),Mg,C00130 + C00013 + Z00029 => C00262 + C00119 + Z00029
R01132_v1,reverse,KEGG (Modified),Mg,C00262 + C00119 + Z00029 => C00130 + C00013 + Z00029
R01134,forward,KEGG,,C00130 + C00014 + C00006 => C00144 + C00005 + C00080
R01135_v1,forward,KEGG (Modified),Mg,C00044 + C00130 + C00049 + Z00029 => C00035 + C00009 + C03794 + Z00029
R01135_v1,reverse,KEGG (Modified),Mg,C00035 + C00009 + C03794 + Z00029 => C00044 + C00130 + C00049 + Z00029
R01137_v1,forward,KEGG (Modified),Mg,C00002 + C00206 + Z00029 => C00008 + C00131 + Z00029
R01137_v1,reverse,KEGG (Modified),Mg,C00008 + C00131 + Z00029 => C00002 + C00206 + Z00029
R01138_v1,forward,KEGG (Modified),M2,C00131 + C00022 + Z00069 => C00206 + C00074 + Z00069
R01138_v1,reverse,KEGG (Modified),M2,C00206 + C00074 + Z00069 => C00131 + C00022 + Z00069
R01138_v2,forward,KEGG (Modified),"K, Mg",C00131 + C00022 + Z00026 + Z00029 => C00206 + C00074 + Z00026 + Z00029
R01138_v2,reverse,KEGG (Modified),"K, Mg",C00206 + C00074 + Z00026 + Z00029 => C00131 + C00022 + Z00026 + Z00029
R01139,forward,KEGG,,C00131 + C00031 => C00206 + C00092
R01139,reverse,KEGG,,C00206 + C00092 => C00131 + C00031
R01140,forward,KEGG,,C00131 + C00095 => C00206 + C00085
R01140,reverse,KEGG,,C00206 + C00085 => C00131 + C00095
R01142,forward,KEGG,,C01438 + C00007 + C00004 + C00080 => C00132 + C00003 + C00001
R01142_v1,forward,KEGG (Modified),Fe,C01438 + C00007 + C00004 + C00080 + Z00015 => C00132 + C00003 + C00001 + Z00015
R01143_v1,forward,KEGG (Modified),Fe,C01438 + C00007 + C00005 + C00080 + Z00015 => C00132 + C00006 + C00001 + Z00015
R01144,forward,KEGG,,C03716 + C00001 => C00036 + C00132
R01144,reverse,KEGG,,C00036 + C00132 => C03716 + C00001
R01145,reverse,KEGG,,C00132 + C00059 => C02704 + C00001
R01146_v1,forward,KEGG (Modified),"PQQ, Ca",2C18233 + C00132 + Z00036 + 2C18233 + C00132 + Z00036 + Z00055 => 2C18234 + 2C00080 + C00067 + Z00036 + 2C18234 + 2C00080 + C00067 + Z00036 + Z00055
R01146_v1,reverse,KEGG (Modified),"PQQ, Ca",2C18234 + 2C00080 + C00067 + Z00036 + 2C18234 + 2C00080 + C00067 + Z00036 + Z00055 => 2C18233 + C00132 + Z00036 + 2C18233 + C00132 + Z00036 + Z00055
R01147,forward,KEGG,,C00647 + C00022 => C00018 + C00133
R01147,reverse,KEGG,,C00018 + C00133 => C00647 + C00022
R01148_v1,forward,KEGG (Modified),PLP,C00133 + C00026 + Z00035 => C00022 + C00217 + Z00035
R01148_v1,reverse,KEGG (Modified),PLP,C00022 + C00217 + Z00035 => C00133 + C00026 + Z00035
R01149,forward,KEGG,,C00133 + C00064 => C00014 + C03738
R01149,reverse,KEGG,,C00014 + C03738 => C00133 + C00064
R01150_v1,forward,KEGG (Modified),Mn,2C00133 + C00002 + Z00030 => C00008 + C00009 + C00993 + Z00030
R01150_v1,reverse,KEGG (Modified),Mn,C00008 + C00009 + C00993 + Z00030 => 2C00133 + C00002 + Z00030
R01151_v1,forward,KEGG (Modified),"FAD, Flavoprotein, Generic quinone, Mn, Zn",C00134 + C00007 + C00001 + Z00019 + Z00013 + C00134 + C00007 + C00001 + Z00022 + Z00030 + Z00054 => C00555 + C00014 + C00027 + Z00019 + Z00013 + C00555 + C00014 + C00027 + Z00022 + Z00030 + Z00054
R01151_v2,forward,KEGG (Modified),"Mn, Zn, Topaquinone",C00134 + C00007 + C00001 + Z00061 + Z00030 + Z00054 => C00555 + C00014 + C00027 + Z00061 + Z00030 + Z00054
R01151_v3,forward,KEGG (Modified),"Generic quinone, Ca, Cu",C00134 + C00007 + C00001 + Z00070 + Z00055 + Z00022 => C00555 + C00014 + C00027 + Z00070 + Z00055 + Z00022
R01151_v4,forward,KEGG (Modified),"Ca, Topaquinone, Cu",C00134 + C00007 + C00001 + Z00061 + Z00070 + Z00055 => C00555 + C00014 + C00027 + Z00061 + Z00070 + Z00055
R01152,forward,KEGG,,C00436 + C00001 => C00134 + C00011 + C00014
R01153,forward,KEGG,,C00019 + C00134 => C00021 + C02723
R01153,reverse,KEGG,,C00021 + C02723 => C00019 + C00134
R01154,forward,KEGG,,C00024 + C00134 => C00010 + C02714
R01154,reverse,KEGG,,C00010 + C02714 => C00024 + C00134
R01155_v1,forward,KEGG (Modified),PLP,C00134 + C00026 + Z00035 + C00134 + C00026 + Z00035 => C00555 + C00025 + Z00035 + C00555 + C00025 + Z00035
R01155_v1,reverse,KEGG (Modified),PLP,C00555 + C00025 + Z00035 + C00555 + C00025 + Z00035 => C00134 + C00026 + Z00035 + C00134 + C00026 + Z00035
R01156,forward,KEGG,,C02714 + C00001 => C00033 + C00134
R01156,reverse,KEGG,,C00033 + C00134 => C02714 + C00001
R01157_v1,forward,KEGG (Modified),Fe,C00179 + C00001 + Z00015 => C00134 + C00086 + Z00015
R01157_v2,forward,KEGG (Modified),Mn,C00179 + C00001 + Z00030 => C00134 + C00086 + Z00030
R01157_v3,forward,KEGG (Modified),M2,C00179 + C00001 + Z00069 => C00134 + C00086 + Z00069
R01158_v1,forward,KEGG (Modified),Mn,2C00003 + C00860 + C00001 + Z00030 => 2C00004 + 2C00080 + C00135 + Z00030
R01158_v1,reverse,KEGG (Modified),Mn,2C00004 + 2C00080 + C00135 + Z00030 => 2C00003 + C00860 + C00001 + Z00030
R01158_v2,forward,KEGG (Modified),Zn,2C00003 + C00860 + C00001 + Z00054 => 2C00004 + 2C00080 + C00135 + Z00054
R01158_v2,reverse,KEGG (Modified),Zn,2C00004 + 2C00080 + C00135 + Z00054 => 2C00003 + C00860 + C00001 + Z00054
R01159,forward,KEGG,,C00135 + C00019 => C01152 + C00021
R01159,reverse,KEGG,,C01152 + C00021 => C00135 + C00019
R01160,forward,KEGG,,C00024 + C00135 => C00010 + C02997
R01160,reverse,KEGG,,C00010 + C02997 => C00024 + C00135
R01161_v1,forward,KEGG (Modified),PLP,C00135 + C00026 + Z00035 => C03277 + C00025 + Z00035
R01161_v1,reverse,KEGG (Modified),PLP,C03277 + C00025 + Z00035 => C00135 + C00026 + Z00035
R01163_v1,forward,KEGG (Modified),Mn,C01929 + C00001 + C00003 + Z00030 => C00135 + C00004 + C00080 + Z00030
R01163_v1,reverse,KEGG (Modified),Mn,C00135 + C00004 + C00080 + Z00030 => C01929 + C00001 + C00003 + Z00030
R01163_v2,forward,KEGG (Modified),Zn,C01929 + C00001 + C00003 + Z00054 => C00135 + C00004 + C00080 + Z00054
R01163_v2,reverse,KEGG (Modified),Zn,C00135 + C00004 + C00080 + Z00054 => C01929 + C00001 + C00003 + Z00054
R01164_v1,forward,KEGG (Modified),"Mn, NAD/NADP",C00002 + C00135 + C00099 + Z00032 + Z00030 => C00008 + C00009 + C00386 + Z00032 + Z00030
R01164_v1,reverse,KEGG (Modified),"Mn, NAD/NADP",C00008 + C00009 + C00386 + Z00032 + Z00030 => C00002 + C00135 + C00099 + Z00032 + Z00030
R01166_v1,forward,KEGG (Modified),"Mn, Zn",C00386 + C00001 + Z00054 + C00386 + C00001 + Z00030 => C00099 + C00135 + Z00054 + C00099 + C00135 + Z00030
R01166_v1,reverse,KEGG (Modified),"Mn, Zn",C00099 + C00135 + Z00054 + C00099 + C00135 + Z00030 => C00386 + C00001 + Z00054 + C00386 + C00001 + Z00030
R01166_v2,forward,KEGG (Modified),Co,C00386 + C00001 + Z00006 => C00099 + C00135 + Z00006
R01166_v2,reverse,KEGG (Modified),Co,C00099 + C00135 + Z00006 => C00386 + C00001 + Z00006
R01166_v3,forward,KEGG (Modified),Zn,C00386 + C00001 + Z00054 => C00099 + C00135 + Z00054
R01166_v3,reverse,KEGG (Modified),Zn,C00099 + C00135 + Z00054 => C00386 + C00001 + Z00054
R01167_v1,forward,KEGG (Modified),PLP,C00135 + Z00035 => C00388 + C00011 + Z00035
R01167_v1,reverse,KEGG (Modified),PLP,C00388 + C00011 + Z00035 => C00135 + Z00035
R01167_v2,forward,KEGG (Modified),Pyruvoyl,C00135 + Z00039 => C00388 + C00011 + Z00039
R01167_v2,reverse,KEGG (Modified),Pyruvoyl,C00388 + C00011 + Z00039 => C00135 + Z00039
R01168_v1,forward,KEGG (Modified),MIO,C00135 + Z00068 => C00785 + C00014 + Z00068
R01168_v1,reverse,KEGG (Modified),MIO,C00785 + C00014 + Z00068 => C00135 + Z00068
R01169_v1,forward,KEGG (Modified),Fe,3C00019 + C00135 + C00080 + Z00015 => 3C00021 + C05575 + Z00015
R01169_v1,reverse,KEGG (Modified),Fe,3C00021 + C05575 + Z00015 => 3C00019 + C00135 + C00080 + Z00015
R01171,forward,KEGG,,C00136 + C00003 => C00877 + C00004 + C00080
R01171,reverse,KEGG,,C00877 + C00004 + C00080 => C00136 + C00003
R01172,forward,KEGG,,C01412 + C00010 + C00003 => C00136 + C00004 + C00080
R01172,reverse,KEGG,,C00136 + C00004 + C00080 => C01412 + C00010 + C00003
R01173,forward,KEGG,,C01412 + C00010 + C00006 => C00136 + C00005 + C00080
R01173,reverse,KEGG,,C00136 + C00005 + C00080 => C01412 + C00010 + C00006
R01174,forward,KEGG,,C00136 + C00009 => C00010 + C02527
R01174,reverse,KEGG,,C00010 + C02527 => C00136 + C00009
R01175_v1,forward,KEGG (Modified),"Flavoprotein, NAD/NADP",C00136 + C00016 + Z00019 + C00136 + C00016 + Z00032 => C01352 + C00877 + Z00019 + C01352 + C00877 + Z00032
R01175_v1,reverse,KEGG (Modified),"Flavoprotein, NAD/NADP",C01352 + C00877 + Z00019 + C01352 + C00877 + Z00032 => C00136 + C00016 + Z00019 + C00136 + C00016 + Z00032
R01176_v1,forward,KEGG (Modified),Mn,C00002 + C00246 + C00010 + Z00030 => C00020 + C00013 + C00136 + Z00030
R01176_v1,reverse,KEGG (Modified),Mn,C00020 + C00013 + C00136 + Z00030 => C00002 + C00246 + C00010 + Z00030
R01177,forward,KEGG,,C00024 + C00136 => C00010 + C05269
R01177,reverse,KEGG,,C00010 + C05269 => C00024 + C00136
R01178_v1,forward,KEGG (Modified),NAD/NADP,C20675 + C04253 + Z00032 => C20676 + C04570 + Z00032
R01178_v1,reverse,KEGG (Modified),NAD/NADP,C20676 + C04570 + Z00032 => C20675 + C04253 + Z00032
R01179,forward,KEGG,,C00136 + C00033 => C00246 + C00024
R01179,reverse,KEGG,,C00246 + C00024 => C00136 + C00033
R01180,forward,KEGG,,C01989 + C00010 => C00136 + C00001 + C00048
R01180,reverse,KEGG,,C00136 + C00001 + C00048 => C01989 + C00010
R01181_v1,forward,KEGG (Modified),"Cobalamin, Mg",C00630 + Z00029 + Z00009 => C00136 + Z00029 + Z00009
R01181_v1,reverse,KEGG (Modified),"Cobalamin, Mg",C00136 + Z00029 + Z00009 => C00630 + Z00029 + Z00009
