reaction,direction,reaction_def
R00586_v1,forward,C00065 + C00024 + Z00035 => C00979 + C00010 + Z00035
R00586_v1,reverse,C00979 + C00010 + Z00035 => C00065 + C00024 + Z00035
R00588_v1,forward,C00065 + C00048 + Z00035 => C00168 + C00037 + Z00035
R00588_v1,reverse,C00168 + C00037 + Z00035 => C00065 + C00048 + Z00035
R00589_v1,forward,C00065 + Z00035 + C00065 + Z00035 => C00740 + Z00035 + C00740 + Z00035
R00589_v1,reverse,C00740 + Z00035 + C00740 + Z00035 => C00065 + Z00035 + C00065 + Z00035
R00590_v1,forward,C00065 + Z00035 + Z00002 => C02218 + C00001 + Z00035 + Z00002
R00590_v1,reverse,C02218 + C00001 + Z00035 + Z00002 => C00065 + Z00035 + Z00002
R00590_v2,forward,C00065 + Z00035 + Z00063 => C02218 + C00001 + Z00035 + Z00063
R00590_v2,reverse,C02218 + C00001 + Z00035 + Z00063 => C00065 + Z00035 + Z00063
R00594_v1,forward,C00019 + C01764 + Z00013 => C00021 + C03446 + Z00013
R00595,forward,C00019 + C17325 => C00021 + C04155
R00596,forward,C00019 + C17324 => C00021 + C04156
R00597,forward,C00019 + C01977 => C00021 + C04157
R00598,forward,C00019 + C01977 => C00021 + C04158
R00599,forward,C00019 + C17324 => C00021 + C04159
R00600,forward,C00019 + C01977 => C00021 + C04160
R00601_v1,forward,C00019 + C11478 + Z00013 => C00021 + C04728 + Z00013
R00602_v1,forward,C00132 + C00027 + Z00025 + C00132 + C00027 + Z00025 + C00132 + C00027 + Z00025 => 2C00001 + C00067 + Z00025 + 2C00001 + C00067 + Z00025 + 2C00001 + C00067 + Z00025
R00603_v1,forward,C02271 + C00001 + Z00023 => 2C01327 + C00067 + Z00023
R00604_v1,forward,C00067 + C00003 + C00001 + Z00054 => C00058 + C00004 + C00080 + Z00054
R00604_v1,reverse,C00058 + C00004 + C00080 + Z00054 => C00067 + C00003 + C00001 + Z00054
R00605_v1,forward,C00132 + C00003 + Z00029 => C00067 + C00004 + C00080 + Z00029
R00605_v1,reverse,C00067 + C00004 + C00080 + Z00029 => C00132 + C00003 + Z00029
R00605_v2,forward,C00132 + C00003 + Z00054 => C00067 + C00004 + C00080 + Z00054
R00605_v2,reverse,C00067 + C00004 + C00080 + Z00054 => C00132 + C00003 + Z00054
R00606_v1,forward,2C19671 + C00218 + C00001 + Z00065 => 2C19672 + 2C00080 + C00067 + C00014 + Z00065
R00606_v1,reverse,2C19672 + 2C00080 + C00067 + C00014 + Z00065 => 2C19671 + C00218 + C00001 + Z00065
R00608_v1,forward,C00132 + C00007 + Z00013 => C00067 + C00027 + Z00013
R00609_v1,forward,C01046 + C00028 + C00001 + Z00032 => C00025 + C00067 + C00030 + Z00032
R00610_v1,forward,C00213 + C00001 + C00007 + Z00032 + Z00046 + Z00019 + Z00013 => C00037 + C00067 + C00027 + Z00032 + Z00046 + Z00019 + Z00013
R00611_v1,forward,C00213 + C04253 + C00001 + Z00014 + Z00013 => C00037 + C00067 + C04570 + Z00014 + Z00013
R00612,forward,C02728 + C00001 + C00007 => C00047 + C00067 + C00027
R00614_v1,forward,2C00067 + C00001 + Z00032 + Z00029 + Z00054 => C00058 + C00132 + Z00032 + Z00029 + Z00054
R00615_v1,forward,C00068 + C00001 + Z00029 => C01081 + C00009 + Z00029
R00615_v1,reverse,C01081 + C00009 + Z00029 => C00068 + C00001 + Z00029
R00616,forward,C00002 + C00068 => C00008 + C03028
R00616,reverse,C00008 + C03028 => C00002 + C00068
R00617,forward,C00002 + C01081 => C00008 + C00068
R00617,reverse,C00008 + C00068 => C00002 + C01081
R00618_v1,forward,C03028 + C00001 + Z00029 => C00068 + C00009 + Z00029
R00619,forward,C00002 + C00378 => C00020 + C00068
R00619,reverse,C00020 + C00068 => C00002 + C00378
R00621,forward,C00026 + C00068 => C05381 + C00011
R00621,reverse,C05381 + C00011 => C00026 + C00068
R00623_v1,forward,C00226 + C00003 + Z00015 => C00071 + C00004 + C00080 + Z00015
R00623_v1,reverse,C00071 + C00004 + C00080 + Z00015 => C00226 + C00003 + Z00015
R00623_v2,forward,C00226 + C00003 + Z00054 => C00071 + C00004 + C00080 + Z00054
R00623_v2,reverse,C00071 + C00004 + C00080 + Z00054 => C00226 + C00003 + Z00054
R00624_v1,forward,C01612 + C00003 + Z00015 => C01450 + C00004 + C00080 + Z00015
R00624_v1,reverse,C01450 + C00004 + C00080 + Z00015 => C01612 + C00003 + Z00015
R00624_v2,forward,C01612 + C00003 + Z00054 => C01450 + C00004 + C00080 + Z00054
R00624_v2,reverse,C01450 + C00004 + C00080 + Z00054 => C01612 + C00003 + Z00054
R00625_v1,forward,C00226 + C00006 + Z00054 => C00071 + C00005 + C00080 + Z00054
R00625_v1,reverse,C00071 + C00005 + C00080 + Z00054 => C00226 + C00006 + Z00054
R00626_v1,forward,C01153 + C00001 + Z00029 + C01153 + C00001 + Z00015 => C00069 + C00009 + Z00029 + C00069 + C00009 + Z00015
R00626_v2,forward,C01153 + C00001 + Z00070 => C00069 + C00009 + Z00070
R00626_v3,forward,C01153 + C00001 + Z00029 => C00069 + C00009 + Z00029
R00626_v4,forward,C01153 + C00001 + Z00054 => C00069 + C00009 + Z00054
R00627,forward,C00024 + C00069 => C00010 + C01883
R00628,forward,C01883 + C00001 => C00069 + C00033
R00628,reverse,C00069 + C00033 => C01883 + C00001
R00629,forward,C00069 + C00053 => C02000 + C00054
R00629,reverse,C02000 + C00054 => C00069 + C00053
R00630,forward,C02391 + C00001 => C00069 + C00060
R00631,forward,C00071 + C00003 + C00001 => C00162 + C00004 + C00080
R00631,reverse,C00162 + C00004 + C00080 => C00071 + C00003 + C00001
R00634,forward,C00071 + C00006 + C00001 => C00060 + C00005 + C00080
R00634,reverse,C00060 + C00005 + C00080 => C00071 + C00006 + C00001
R00635_v1,forward,C00071 + C00007 + C00001 + Z00032 + Z00013 + Z00031 + Z00064 + Z00001 => C00060 + C00027 + Z00032 + Z00013 + Z00031 + Z00064 + Z00001
R00635_v2,forward,C00071 + C00007 + C00001 + Z00032 + Z00013 + Z00031 + Z00064 + Z00063 => C00060 + C00027 + Z00032 + Z00013 + Z00031 + Z00064 + Z00063
R00636,forward,C00161 => C00071 + C00011
R00636,reverse,C00071 + C00011 => C00161
R00638_v1,forward,C00071 + C00028 + C00001 + Z00063 + C00071 + C00028 + C00001 + Z00059 + Z00063 + Z00013 + Z00053 => C00162 + C00030 + Z00063 + C00162 + C00030 + Z00059 + Z00063 + Z00013 + Z00053
R00638_v2,forward,C00071 + C00028 + C00001 + Z00001 + Z00031 => C00162 + C00030 + Z00001 + Z00031
R00639_v1,forward,C00226 + C00028 + Z00036 => C00071 + C00030 + Z00036
R00639_v1,reverse,C00071 + C00030 + Z00036 => C00226 + C00028 + Z00036
R00639_v2,forward,C00226 + C00028 + Z00022 => C00071 + C00030 + Z00022
R00639_v2,reverse,C00071 + C00030 + Z00022 => C00226 + C00028 + Z00022
R00639_v3,forward,C00226 + C00028 + Z00049 => C00071 + C00030 + Z00049
R00639_v3,reverse,C00071 + C00030 + Z00049 => C00226 + C00028 + Z00049
R00640_v1,forward,2C00125 + C01115 + Z00013 => 2C00126 + 2C00080 + C00072 + Z00013
R00640_v1,reverse,2C00126 + 2C00080 + C00072 + Z00013 => 2C00125 + C01115 + Z00013
R00643_v1,forward,C01115 + C00007 + Z00019 + Z00013 => C00072 + C00027 + Z00019 + Z00013
R00644_v1,forward,C00072 + C00027 + Z00025 => 2C00001 + C05422 + Z00025
R00645,forward,2C00072 + C00028 => 2C01041 + C00030
R00645,reverse,2C01041 + C00030 => 2C00072 + C00028
R00646,forward,C00072 + C00007 + C00001 => C01620 + C00209
R00647_v1,forward,C00072 + Z00019 + Z00013 => C03289 + Z00019 + Z00013
R00647_v1,reverse,C03289 + Z00019 + Z00013 => C00072 + Z00019 + Z00013
R00648_v1,forward,C00073 + C00001 + C00007 + Z00019 + Z00013 => C01180 + C00014 + C00027 + Z00019 + Z00013
R00648_v2,forward,C00073 + C00001 + C00007 + Z00014 + Z00019 => C01180 + C00014 + C00027 + Z00014 + Z00019
R00649_v1,forward,C00019 + C00073 + Z00030 => C00021 + C03172 + Z00030
R00649_v1,reverse,C00021 + C03172 + Z00030 => C00019 + C00073 + Z00030
R00649_v2,forward,C00019 + C00073 + Z00054 => C00021 + C03172 + Z00054
R00649_v2,reverse,C00021 + C03172 + Z00054 => C00019 + C00073 + Z00054
R00650_v1,forward,C00019 + C00155 + Z00054 => C00021 + C00073 + Z00054
R00650_v1,reverse,C00021 + C00073 + Z00054 => C00019 + C00155 + Z00054
R00651_v1,forward,C01077 + C00409 + Z00035 => C00073 + C00033 + Z00035
R00651_v1,reverse,C00073 + C00033 + Z00035 => C01077 + C00409 + Z00035
R00652,forward,C00073 + C00048 => C01180 + C00037
R00652,reverse,C01180 + C00037 => C00073 + C00048
R00653,forward,C03145 + C00001 => C00058 + C00073
R00653,reverse,C00058 + C00073 => C03145 + C00001
R00654_v1,forward,C00073 + C00001 + Z00035 => C00409 + C00014 + C00109 + Z00035
R00654_v1,reverse,C00409 + C00014 + C00109 + Z00035 => C00073 + C00001 + Z00035
R00655_v1,forward,C00073 + Z00035 => C00855 + Z00035
R00655_v1,reverse,C00855 + Z00035 => C00073 + Z00035
R00656_v1,forward,C00073 + Z00035 => C03354 + C00011 + Z00035
R00656_v1,reverse,C03354 + C00011 + Z00035 => C00073 + Z00035
R00658_v1,forward,C00631 + Z00029 => C00074 + C00001 + Z00029
R00658_v1,reverse,C00074 + C00001 + Z00029 => C00631 + Z00029
R00659_v1,forward,C00075 + C00022 + Z00069 => C00015 + C00074 + Z00069
R00659_v1,reverse,C00015 + C00074 + Z00069 => C00075 + C00022 + Z00069
R00659_v2,forward,C00075 + C00022 + Z00026 + Z00029 => C00015 + C00074 + Z00026 + Z00029
R00659_v2,reverse,C00015 + C00074 + Z00026 + Z00029 => C00075 + C00022 + Z00026 + Z00029
R00660,forward,C00074 + C00043 => C04631 + C00009
R00660,reverse,C04631 + C00009 => C00074 + C00043
R00661_v1,forward,C00074 + Z00029 => C02798 + Z00029
R00661_v1,reverse,C02798 + Z00029 => C00074 + Z00029
R00662_v1,forward,C00075 + C00001 + Z00030 => C00105 + C00013 + Z00030
R00662_v2,forward,C00075 + C00001 + Z00029 => C00105 + C00013 + Z00029
R00662_v3,forward,C00075 + C00001 + Z00069 => C00105 + C00013 + Z00069
R00664,forward,2C00512 + C00077 => 2C00010 + C03712
R00664,reverse,2C00010 + C03712 => 2C00512 + C00077
R00665,forward,C00327 + C00001 => C00077 + C00011 + C00014
R00666,forward,C04210 + C00006 + C00001 => C00077 + C00022 + C00005 + C00080
R00666,reverse,C00077 + C00022 + C00005 + C00080 => C04210 + C00006 + C00001
R00667_v1,forward,C00077 + C00026 + Z00035 => C01165 + C00025 + Z00035
R00667_v1,reverse,C01165 + C00025 + Z00035 => C00077 + C00026 + Z00035
R00668_v1,forward,C00077 + C00026 + Z00035 => C04322 + C00025 + C00001 + Z00035
R00668_v1,reverse,C04322 + C00025 + C00001 + Z00035 => C00077 + C00026 + Z00035
R00669_v1,forward,C00437 + C00001 + Z00006 + C00437 + C00001 + Z00006 => C00033 + C00077 + Z00006 + C00033 + C00077 + Z00006
R00669_v1,reverse,C00033 + C00077 + Z00006 + C00033 + C00077 + Z00006 => C00437 + C00001 + Z00006 + C00437 + C00001 + Z00006
R00669_v2,forward,C00437 + C00001 + Z00054 => C00033 + C00077 + Z00054
R00669_v2,reverse,C00033 + C00077 + Z00054 => C00437 + C00001 + Z00054
R00670_v1,forward,C00077 + Z00035 => C00134 + C00011 + Z00035
R00671_v1,forward,C00077 + Z00032 => C00148 + C00014 + Z00032
R00671_v1,reverse,C00148 + C00014 + Z00032 => C00077 + Z00032
R00672_v1,forward,C00077 + Z00035 + C00077 + Z00035 + C00077 + Z00035 => C00515 + Z00035 + C00515 + Z00035 + C00515 + Z00035
R00672_v1,reverse,C00515 + Z00035 + C00515 + Z00035 + C00515 + Z00035 => C00077 + Z00035 + C00077 + Z00035 + C00077 + Z00035
R00673_v1,forward,C00078 + C00001 + Z00026 + Z00035 => C00463 + C00022 + C00014 + Z00026 + Z00035
R00673_v1,reverse,C00463 + C00022 + C00014 + Z00026 + Z00035 => C00078 + C00001 + Z00026 + Z00035
R00674_v1,forward,C00065 + C00463 + Z00035 + C00065 + C00463 + Z00035 => C00078 + C00001 + Z00035 + C00078 + C00001 + Z00035
R00674_v1,reverse,C00078 + C00001 + Z00035 + C00078 + C00001 + Z00035 => C00065 + C00463 + Z00035 + C00065 + C00463 + Z00035
R00675_v1,forward,C00078 + C00003 + C00001 + Z00055 => C00331 + C00014 + C00004 + C00080 + Z00055
R00675_v1,reverse,C00331 + C00014 + C00004 + C00080 + Z00055 => C00078 + C00003 + C00001 + Z00055
R00676_v1,forward,C00078 + C00006 + C00001 + Z00055 => C00331 + C00014 + C00005 + C00080 + Z00055
R00676_v1,reverse,C00331 + C00014 + C00005 + C00080 + Z00055 => C00078 + C00006 + C00001 + Z00055
R00677_v1,forward,C00078 + C00001 + C00007 + Z00019 + Z00013 => C00331 + C00014 + C00027 + Z00019 + Z00013
R00677_v2,forward,C00078 + C00001 + C00007 + Z00014 + Z00019 => C00331 + C00014 + C00027 + Z00014 + Z00019
R00678_v1,forward,C00078 + C00007 + Z00025 + C00078 + C00007 + Z00025 + Z00046 + Z00004 => C02700 + Z00025 + C02700 + Z00025 + Z00046 + Z00004
R00679_v1,forward,C00078 + C00007 + Z00014 => C02693 + C00011 + C00001 + Z00014
R00681_v1,forward,C00078 + C00007 + Z00025 => C03230 + C00014 + C00011 + Z00025
R00682_v1,forward,C00977 + C00001 + Z00030 => C00078 + C00014 + Z00030
R00682_v1,reverse,C00078 + C00014 + Z00030 => C00977 + C00001 + Z00030
R00683,forward,C00019 + C00078 => C00021 + C02983
R00683,reverse,C00021 + C02983 => C00019 + C00078
R00684_v1,forward,C00078 + C00026 + Z00035 => C00331 + C00025 + Z00035
R00684_v1,reverse,C00331 + C00025 + Z00035 => C00078 + C00026 + Z00035
R00685_v1,forward,C00078 + Z00035 + C00078 + Z00035 => C00398 + C00011 + Z00035 + C00398 + C00011 + Z00035
R00686_v1,forward,C00002 + C00079 + C00001 + Z00038 => C00020 + C00013 + C02265 + Z00038
R00686_v1,reverse,C00020 + C00013 + C02265 + Z00038 => C00002 + C00079 + C00001 + Z00038
R00688,forward,C00079 + C00001 + C00003 => C00166 + C00014 + C00004 + C00080
R00688,reverse,C00166 + C00014 + C00004 + C00080 => C00079 + C00001 + C00003
R00689_v1,forward,C00079 + C00001 + C00007 + Z00019 + Z00013 => C00166 + C00014 + C00027 + Z00019 + Z00013
R00689_v2,forward,C00079 + C00001 + C00007 + Z00014 + Z00019 => C00166 + C00014 + C00027 + Z00014 + Z00019
R00690_v1,forward,C00079 + C00007 + Z00013 => C02505 + C00011 + C00001 + Z00013
R00691,forward,C00826 => C00079 + C00001 + C00011
R00692_v1,forward,C00079 + C00022 + Z00035 => C00166 + C00041 + Z00035
R00692_v1,reverse,C00166 + C00041 + Z00035 => C00079 + C00022 + Z00035
R00693,forward,C00024 + C00079 => C00010 + C03519
R00693,reverse,C00010 + C03519 => C00024 + C00079
R00694_v1,forward,C00079 + C00026 + Z00035 + C00079 + C00026 + Z00035 + C00079 + C00026 + Z00035 + C00079 + C00026 + Z00035 => C00166 + C00025 + Z00035 + C00166 + C00025 + Z00035 + C00166 + C00025 + Z00035 + C00166 + C00025 + Z00035
R00694_v1,reverse,C00166 + C00025 + Z00035 + C00166 + C00025 + Z00035 + C00166 + C00025 + Z00035 + C00166 + C00025 + Z00035 => C00079 + C00026 + Z00035 + C00079 + C00026 + Z00035 + C00079 + C00026 + Z00035 + C00079 + C00026 + Z00035
R00695,forward,C00049 + C00166 => C00036 + C00079
R00695,reverse,C00036 + C00079 => C00049 + C00166
R00697_v1,forward,C00079 + Z00068 + C00079 + Z00068 => C00423 + C00014 + Z00068 + C00423 + C00014 + Z00068
R00697_v1,reverse,C00423 + C00014 + Z00068 + C00423 + C00014 + Z00068 => C00079 + Z00068 + C00079 + Z00068
R00698_v1,forward,C00079 + C00007 + Z00025 => C02505 + C00011 + Z00025
R00699_v1,forward,C00079 + Z00035 + C00079 + Z00035 => C05332 + C00011 + Z00035 + C05332 + C00011 + Z00035
R00699_v1,reverse,C05332 + C00011 + Z00035 + C05332 + C00011 + Z00035 => C00079 + Z00035 + C00079 + Z00035
R00700_v1,forward,C00282 + C00003 + Z00034 + Z00063 + Z00015 + C00282 + C00003 + Z00002 + Z00014 + Z00019 => C00004 + C00080 + Z00034 + Z00063 + Z00015 + C00004 + C00080 + Z00002 + Z00014 + Z00019
R00700_v1,reverse,C00004 + C00080 + Z00034 + Z00063 + Z00015 + C00004 + C00080 + Z00002 + Z00014 + Z00019 => C00282 + C00003 + Z00034 + Z00063 + Z00015 + C00282 + C00003 + Z00002 + Z00014 + Z00019
R00700_v2,forward,C00282 + C00003 + Z00002 + Z00019 + Z00013 => C00004 + C00080 + Z00002 + Z00019 + Z00013
R00700_v2,reverse,C00004 + C00080 + Z00002 + Z00019 + Z00013 => C00282 + C00003 + Z00002 + Z00019 + Z00013
R00700_v3,forward,C00282 + C00003 + Z00063 + Z00019 + Z00013 => C00004 + C00080 + Z00063 + Z00019 + Z00013
R00700_v3,reverse,C00004 + C00080 + Z00063 + Z00019 + Z00013 => C00282 + C00003 + Z00063 + Z00019 + Z00013
R00700_v4,forward,C00282 + C00003 + Z00063 + Z00014 + Z00019 => C00004 + C00080 + Z00063 + Z00014 + Z00019
R00700_v4,reverse,C00004 + C00080 + Z00063 + Z00014 + Z00019 => C00282 + C00003 + Z00063 + Z00014 + Z00019
R00702_v1,forward,2C00448 + Z00029 + 2C00448 + Z00030 + 2C00448 + Z00030 => C00013 + C03428 + Z00029 + C00013 + C03428 + Z00030 + C00013 + C03428 + Z00030
R00702_v2,forward,2C00448 + Z00029 + 2C00448 + Z00029 => C00013 + C03428 + Z00029 + C00013 + C03428 + Z00029
R00703,forward,C00186 + C00003 => C00022 + C00004 + C00080
R00703,reverse,C00022 + C00004 + C00080 => C00186 + C00003
R00704,forward,C00256 + C00003 => C00022 + C00004 + C00080
R00704,reverse,C00022 + C00004 + C00080 => C00256 + C00003
R00705,forward,C00222 + C00010 + C00003 => C00024 + C00011 + C00004 + C00080
R00705,reverse,C00024 + C00011 + C00004 + C00080 => C00222 + C00010 + C00003
R00706,forward,C00222 + C00010 + C00006 => C00024 + C00011 + C00005 + C00080
R00706,reverse,C00024 + C00011 + C00005 + C00080 => C00222 + C00010 + C00006
R00707,forward,2C00001 + C03912 + C00003 => C00025 + C00004 + C00080
R00707,reverse,C00025 + C00004 + C00080 => 2C00001 + C03912 + C00003
R00708,forward,2C00001 + C03912 + C00006 => C00025 + C00005 + C00080
R00708,reverse,C00025 + C00005 + C00080 => 2C00001 + C03912 + C00006
R00709_v1,forward,C00311 + C00003 + Z00026 + Z00030 + C00311 + C00003 + Z00030 => C00026 + C00011 + C00004 + C00080 + Z00026 + Z00030 + C00026 + C00011 + C00004 + C00080 + Z00030
R00709_v1,reverse,C00026 + C00011 + C00004 + C00080 + Z00026 + Z00030 + C00026 + C00011 + C00004 + C00080 + Z00030 => C00311 + C00003 + Z00026 + Z00030 + C00311 + C00003 + Z00030
R00709_v2,forward,C00311 + C00003 + Z00029 => C00026 + C00011 + C00004 + C00080 + Z00029
R00709_v2,reverse,C00026 + C00011 + C00004 + C00080 + Z00029 => C00311 + C00003 + Z00029
R00710,forward,C00084 + C00003 + C00001 => C00033 + C00004 + C00080
R00710,reverse,C00033 + C00004 + C00080 => C00084 + C00003 + C00001
R00711,forward,C00084 + C00006 + C00001 => C00033 + C00005 + C00080
R00711,reverse,C00033 + C00005 + C00080 => C00084 + C00006 + C00001
R00713,forward,C00232 + C00003 + C00001 => C00042 + C00004 + C00080
R00713,reverse,C00042 + C00004 + C00080 => C00232 + C00003 + C00001
R00714,forward,C00232 + C00006 + C00001 => C00042 + C00005 + C00080
R00714,reverse,C00042 + C00005 + C00080 => C00232 + C00006 + C00001
R00715,forward,C00449 + C00003 + C00001 => C00047 + C00026 + C00004 + C00080
R00715,reverse,C00047 + C00026 + C00004 + C00080 => C00449 + C00003 + C00001
R00716,forward,C00449 + C00006 + C00001 => C00047 + C00026 + C00005 + C00080
R00716,reverse,C00047 + C00026 + C00005 + C00080 => C00449 + C00006 + C00001
R00717,forward,C00160 + C00003 => C00048 + C00004 + C00080
R00717,reverse,C00048 + C00004 + C00080 => C00160 + C00003
R00719_v1,forward,C00081 + C00001 + Z00030 + C00081 + C00001 + Z00030 => C00104 + C00009 + Z00030 + C00104 + C00009 + Z00030
R00719_v2,forward,C00081 + C00001 + Z00055 => C00104 + C00009 + Z00055
R00719_v3,forward,C00081 + C00001 + Z00029 => C00104 + C00009 + Z00029
R00719_v4,forward,C00081 + C00001 + Z00069 => C00104 + C00009 + Z00069
R00720_v1,forward,C00081 + C00001 + Z00034 => C00130 + C00013 + Z00034
R00720_v1,reverse,C00130 + C00013 + Z00034 => C00081 + C00001 + Z00034
R00720_v2,forward,C00081 + C00001 + Z00030 => C00130 + C00013 + Z00030
R00720_v2,reverse,C00130 + C00013 + Z00030 => C00081 + C00001 + Z00030
R00720_v3,forward,C00081 + C00001 + Z00029 => C00130 + C00013 + Z00029
R00720_v3,reverse,C00130 + C00013 + Z00029 => C00081 + C00001 + Z00029
R00720_v4,forward,C00081 + C00001 + Z00069 => C00130 + C00013 + Z00069
R00720_v4,reverse,C00130 + C00013 + Z00069 => C00081 + C00001 + Z00069
R00722_v1,forward,C00002 + C00104 + Z00029 => C00008 + C00081 + Z00029
R00722_v1,reverse,C00008 + C00081 + Z00029 => C00002 + C00104 + Z00029
R00723,forward,C03614 + C00001 => C00081 + C00009
R00724_v1,forward,C00081 + C00022 + Z00069 => C00104 + C00074 + Z00069
R00724_v1,reverse,C00104 + C00074 + Z00069 => C00081 + C00022 + Z00069
R00724_v2,forward,C00081 + C00022 + Z00026 + Z00029 => C00104 + C00074 + Z00026 + Z00029
R00724_v2,reverse,C00104 + C00074 + Z00026 + Z00029 => C00081 + C00022 + Z00026 + Z00029
R00725,forward,C00081 + C00031 => C00104 + C00092
R00725,reverse,C00104 + C00092 => C00081 + C00031
R00726_v1,forward,C00081 + C00036 + Z00030 => C00104 + C00074 + C00011 + Z00030
R00726_v1,reverse,C00104 + C00074 + C00011 + Z00030 => C00081 + C00036 + Z00030
R00727_v1,forward,C00081 + C00042 + C00010 + Z00029 => C00104 + C00009 + C00091 + Z00029
R00727_v1,reverse,C00104 + C00009 + C00091 + Z00029 => C00081 + C00042 + C00010 + Z00029
R00728_v1,forward,C00082 + C00001 + Z00035 => C00146 + C00022 + C00014 + Z00035
R00729_v1,forward,C00082 + C00001 + C00007 + Z00019 + Z00013 => C01179 + C00014 + C00027 + Z00019 + Z00013
R00729_v2,forward,C00082 + C00001 + C00007 + Z00014 + Z00019 => C01179 + C00014 + C00027 + Z00014 + Z00019
R00730_v1,forward,C00082 + C00007 + C03024 + Z00010 => C03004 + C03161 + C00001 + Z00010
R00731_v1,forward,C00082 + C00007 + Z00070 + Z00046 => C00355 + C00001 + Z00070 + Z00046
R00732,forward,C00826 + C00003 => C00082 + C00011 + C00004 + C00080
R00732,reverse,C00082 + C00011 + C00004 + C00080 => C00826 + C00003
R00733,forward,C00826 + C00006 => C00082 + C00011 + C00005 + C00080
R00733,reverse,C00082 + C00011 + C00005 + C00080 => C00826 + C00006
R00734_v1,forward,C00082 + C00026 + Z00035 + C00082 + C00026 + Z00035 + C00082 + C00026 + Z00035 + C00082 + C00026 + Z00035 => C01179 + C00025 + Z00035 + C01179 + C00025 + Z00035 + C01179 + C00025 + Z00035 + C01179 + C00025 + Z00035
